"codice","descrizione"
"8602","Emotorace senza menzione di ferita aperta nel torace"
"8603","Emotorace con ferita aperta nel torace"
"8604","Pneumoemotorace senza menzione di ferita aperta nel torace"
"8605","Pneumoemotorace con ferita aperta nel torace"
"861","Traumatismo del cuore e del polmone"
"8610","Cuore, senza menzione di ferita aperta nel torace"
"86100","Traumatismo non specificato del cuore, senza menzione di ferita aperta nel torace"
"86101","Contusione del cuore, senza menzione di ferita aperta nel torace"
"86102","Lacerazione del cuore senza penetrazione delle cavita' cardiache"
"86103","Lacerazione del cuore con penetrazione delle cavita' cardiache"
"8611","Traumatismo del cuore, con ferita aperta nel torace"
"86110","Traumatismo non specificato del cuore, con ferita aperta nel torace"
"86111","Contusione del cuore, con ferita aperta nel torace"
"86112","Lacerazione del cuore, con ferita aperta nel torace senza penetrazione delle cavita' cardiache"
"86113","Lacerazione del cuore, con ferita aperta nel torace con penetrazione delle cavita' cardiache"
"8612","Traumatismo del polmone, senza menzione di ferita aperta nel torace"
"86120","Traumatismo non specificato del polmone, senza menzione di ferita aperta nel torace"
"86121","Contusione del polmone, senza menzione di ferita aperta nel torace"
"86122","Lacerazione del polmone, senza menzione di ferita aperta nel torace"
"8613","Traumatismo del polmone, con ferita aperta nel torace"
"86130","Traumatismo non specificato del polmone, con ferita aperta nel torace"
"86131","Contusione del polmone, con ferita aperta nel torace"
"86132","Lacerazione del polmone, con ferita aperta nel torace"
"862","Traumatismo di altri e non specificati organi intratoracici"
"8620","Traumatismo del diaframma, senza menzione di ferita aperta nel torace"
"8621","Traumatismo del diaframma, con ferita aperta nel torace"
"8622","Traumatismo di altri organi intratoracici specificati, senza menzione di ferita aperta in cavita'"
"86221","Traumatismo dei bronchi, senza menzione di ferita aperta in cavita'"
"86222","Traumatismo dell’esofago, senza menzione di ferita aperta in cavita'"
"86229","Altro traumatismo di altri e non specificati organi intratoracici, senza menzione di ferita aperta in cavita'"
"8623","Traumatismo di altri organi intratoracici specificati, con ferita aperta in cavita'"
"86231","Traumatismo dei bronchi, con ferita aperta in cavita'"
"86232","Traumatismo dell’esofago, con ferita aperta in cavita'"
"86239","Altro traumatismo di altri organi intratoracici specificati, con ferita aperta in cavita'"
"8628","Traumatismo di organi intratoracici multipli e non specificati senza menzione di ferita aperta in cavita'"
"8629","Traumatismo di organi intratoracici multipli e non specificati con ferita aperta in cavita'"
"863","Traumatismo dell’apparato gastrointestinale"
"8630","Traumatismo dello stomaco senza menzione di ferita aperta in cavita'"
"8631","Traumatismo dello stomaco con ferita aperta in cavita'"
"8632","Traumatismo dell’intestino tenue senza menzione di ferita aperta in cavita'"
"86320","Traumatismo dell’intestino tenue sito non specificato"
"86321","Traumatismo del duodeno"
"86329","Altro traumatismo dell’intestino tenue senza menzione di ferita aperta in cavita'"
"8633","Traumatismo dell’intestino tenue con ferita aperta in cavita'"
"86330","Traumatismo dell’intestino tenue sito non specificato"
"86331","Traumatismo del duodeno"
"86339","Altro traumatismo dell’intestino tenue con ferita aperta in cavita'"
"8634","Traumatismo del colon o retto senza menzione di ferita aperta in cavita'"
"86340","Traumatismo del colon, sito non specificato"
"86341","Traumatismo del colon ascendente [destro]"
"86342","Traumatismo del colon trasverso"
"86343","Traumatismo del colon discendente [sinistro]"
"86344","Traumatismo del colon sigmoide"
"86345","Traumatismo del retto"
"86346","Traumatismo di siti multipli nel colon e retto"
"86349","Altro traumatismo del colon o retto senza menzione di ferita aperta in cavita'"
"8635","Traumatismo del colon o retto con ferita aperta in cavita'"
"86350","Traumatismo del colon, sito non specificato"
"86351","Traumatismo del colon ascendente [destro]"
"86352","Traumatismo del colon trasverso"
"86353","Traumatismo del colon discendente [sinistro]"
"86354","Traumatismo del colon sigmoide"
"86355","Traumatismo del retto"
"86356","Traumatismo di siti multipli nel colon e retto"
"86359","Altro traumatismo del colon o retto con ferita aperta in cavita'"
"8638","Traumatismo di altre e non specificate sedi gastrointestinali senza menzione di ferita aperta in cavita'"
"86380","Traumatismo del tratto gastrointestinale, sito non specificato"
"86381","Traumatismo del pancreas, testa"
"86382","Traumatismo del pancreas, corpo"
"86383","Traumatismo del pancreas, coda"
"86384","Traumatismo del pancreas, multipli e siti non specificati"
"86385","Traumatismo dell’appendice"
"86389","Altro traumatismo di altre e non specificate sedi gastrointestinali senza menzione di ferita aperta in cavita'"
"8639","Traumatismo di altre e non specificate sedi con ferita aperta in cavita'"
"86390","Traumatismo tratto gastrointestinale, sito non specificato"
"86391","Traumatismo del pancreas, testa"
"86392","Traumatismo del pancreas, corpo"
"86393","Traumatismo del pancreas, coda"
"86394","Traumatismo del pancreas, multipli e siti non specificati"
"86395","Traumatismo dell’appendice"
"86399","Altro traumatismo di altre e non specificate sedi con ferita aperta in cavita'"
"864","Traumatismo del fegato"
"8640","Traumatismo del fegato, senza menzione di ferita aperta in cavita'"
"86400","Traumatismo del fegato, senza menzione di ferita aperta in cavita' , traumatismo non specificato"
"86401","Traumatismo del fegato, senza menzione di ferita aperta in cavita', ematoma e contusione"
"86402","Traumatismo del fegato, senza menzione di ferita aperta in cavita', lacerazione, minore"
"86403","Traumatismo del fegato, senza menzione di ferita aperta in cavita', lacerazione, moderata"
"86404","Traumatismo del fegato, senza menzione di ferita aperta in cavita', lacerazione, maggiore"
"86405","Traumatismo del fegato, senza menzione di ferita aperta in cavita', lacerazione, non specificata"
"86409","Traumatismo del fegato, senza menzione di ferita aperta in cavita' , altro"
"8641","Traumatismo del fegato, con ferita aperta in cavita'"
"86410","Traumatismo del fegato, con ferita aperta in cavita' , traumatismo non specificato"
"86411","Traumatismo del fegato, con ferita aperta in cavita' , ematoma e contusione"
"86412","Traumatismo del fegato, con ferita aperta in cavita' , lacerazione, minore"
"86413","Traumatismo del fegato, con ferita aperta in cavita' , lacerazione, moderata"
"86414","Traumatismo del fegato, con ferita aperta in cavita' , lacerazione, maggiore"
"86415","Traumatismo del fegato, con ferita aperta in cavita' , lacerazione, non specificata"
"86419","Traumatismo del fegato, con ferita aperta in cavita' , altro"
"865","Traumatismo della milza"
"8650","Traumatismo della milza, senza menzione di ferita aperta in cavita'"
"86500","Traumatismo della milza, senza menzione di ferita aperta in cavita' , traumatismo non specificato"
"86501","Traumatismo della milza, senza menzione di ferita aperta in cavita', ematoma senza rottura della capsula"
"86502","Traumatismo della milza, senza menzione di ferita aperta in cavita', lacerazione capsulare, senza maggiore distruzione del parenchima"
"86503","Traumatismo della milza, senza menzione di ferita aperta in cavita', lacerazione estesa al parenchima"
"86504","Traumatismo della milza, senza menzione di ferita aperta in cavita' , massiva distruzione parenchimale"
"86509","Traumatismo della milza, senza menzione di ferita aperta in cavita' , altro"
"8651","Traumatismo della milza, con ferita aperta in cavita'"
"86510","Traumatismo della milza, con ferita aperta in cavita' , traumatismo non specificato"
"86511","Traumatismo della milza, con ferita aperta in cavita' , ematoma senza rottura della capsula"
"86512","Traumatismo della milza, con ferita aperta in cavita' , lacerazione capsulare, senza maggiore distruzione del parenchima"
"86513","Traumatismo della milza, con ferita aperta in cavita' , lacerazione estesa al parenchima"
"86514","Traumatismo della milza, con ferita aperta in cavita' , massiva distruzione parenchimale"
"86519","Traumatismo della milza, con ferita aperta in cavita' , altro"
"866","Traumatismo del rene"
"8660","Traumatismo del rene, senza menzione di ferita aperta in cavita'"
"86600","Traumatismo del rene, senza menzione di ferita aperta in cavita' , traumatismo non specificato"
"86601","Traumatismo del rene, senza menzione di ferita aperta in cavita', ematoma senza rottura della capsula"
"86602","Traumatismo del rene, senza menzione di ferita aperta in cavita', lacerazione"
"86603","Traumatismo del rene, senza menzione di ferita aperta in cavita', completa distruzione del parenchima del rene"
"8661","Traumatismo del rene, con ferita aperta in cavita'"
"86610","Traumatismo del rene, con ferita aperta in cavita' , traumatismo non specificato"
"86611","Traumatismo del rene, con ferita aperta in cavita' , ematoma senza rottura della capsula"
"86612","Traumatismo del rene, con ferita aperta in cavita' , lacerazione"
"86613","Traumatismo del rene, con ferita aperta in cavita' , completa distruzione del parenchima del rene"
"867","Traumatismo degli organi pelvici"
"8670","Traumatismo di vescica e uretra, senza menzione di ferita aperta in cavita'"
"8671","Traumatismo di vescica e uretra, con ferita aperta in cavita'"
"8672","Traumatismo dell’uretere, senza menzione di ferita aperta in cavita'"
"8673","Traumatismo dell’uretere, con ferita aperta in cavita'"
"8674","Traumatismo dell’utero, senza menzione di ferita aperta in cavita'"
"8675","Traumatismo dell’utero, con ferita aperta in cavita'"
"8676","Traumatismo di altri organi pelvici, senza menzione di ferita aperta in cavita'"
"8677","Traumatismo di altri organi pelvici, con ferita aperta in cavita'"
"8678","Traumatismo di parte non specificata senza menzione di ferita aperta in cavita'"
"8679","Traumatismo di parte non specificata con ferita aperta in cavita'"
"868","Traumatismo di altri organi intraddominali"
"8680","Traumatismo di altri organi intraddominali, senza menzione di ferita aperta in cavita'"
"86800","Traumatismo di altri organi intraddominali, senza menzione di ferita aperta in cavita' , organo intraddominale non specificato"
